# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Ladder582   Snake181  3623 19644   2 -1 
Ladder583   Snake277  6132 4526   0 -3 
Ladder584   Ladder260  286 -9150   -3 -2 
Snake585   Ladder42  -26735 8894   4 4 
Snake586   Ladder422  -9726 -24351   -3 4 
Snake587   Ladder245  -25768 6401   2 1 
Ladder588   Ladder467  10381 213   5 -3 
Snake589   Ladder323  9240 -9939   5 5 
Snake590   Snake281  13027 -4718   5 2 
Snake591   Snake47  -16035 31463   2 5 
Snake592   Snake152  -5462 46442   2 1 
Ladder593   Snake24  10756 -9758   -3 -1 
Ladder594   Snake572  3448 -33807   -4 -5 
Ladder595   Snake232  -27858 44993   2 -2 
Snake596   Ladder393  -17991 -9027   -3 2 
Snake597   Snake64  2886 35376   -1 5 
Ladder598   Snake383  35001 12136   -2 -3 
Snake599   Ladder558  -25000 -27873   4 1 
Snake600   Snake332  -26524 4518   5 2 
Snake601   Ladder234  -136 9955   4 4 
Snake602   Snake68  3617 32924   -2 1 
Ladder603   Snake559  9736 31539   1 -2 
Ladder604   Ladder367  -12877 -6300   -4 -4 
Snake605   Ladder483  -25491 -16970   -1 3 
Ladder606   Ladder503  -38879 -7243   -3 -2 
Snake607   Ladder13  -34622 -7965   4 4 
Snake608   Ladder221  -25633 13916   -5 5 
Snake609   Ladder416  -16892 24277   -1 1 
Snake610   Ladder404  3326 1650   5 4 
Ladder611   Snake402  19369 -4156   3 -4 
Ladder612   Ladder361  33312 2969   1 -3 
Ladder613   Ladder186  6577 -42930   -1 -4 
Ladder614   Ladder148  -5837 24756   -4 -5 
Snake615   Snake121  26558 5526   -2 4 
Snake616   Ladder139  28385 10337   4 5 
Ladder617   Snake140  24026 -8235   5 -1 
Ladder618   Snake397  -9445 27548   2 -2 
Ladder619   Ladder295  18857 1438   5 -3 
Snake620   Ladder381  1538 3925   -3 3 
Snake621   Snake378  5180 -13178   -2 3 
Ladder622   Snake519  42694 -31241   4 -3 
Snake623   Snake446  -17001 2057   -3 5 
Snake624   Ladder149  3509 -36831   2 5 
Ladder625   Snake383  -6031 36746   1 -1 
Ladder626   Ladder580  42887 10832   5 -1 
Ladder627   Ladder109  -9634 27465   1 -2 
Snake628   Snake265  1537 10298   -4 3 
Ladder629   Ladder50  -16585 21052   -1 -1 
Ladder630   Snake141  -20653 -4234   3 -2 
Ladder631   Snake290  -14542 33403   1 -4 
Ladder632   Ladder419  -4483 4717   -3 -4 
Ladder633   Snake64  21430 -377   0 -3 
Snake634   Ladder75  13307 -4502   0 1 
Snake635   Ladder578  21691 -9937   -5 5 
Snake636   Snake373  -3169 19010   3 2 
Snake637   Ladder632  11205 -16422   -4 2 
Snake638   Snake22  -12474 1694   4 1 
Ladder639   Ladder353  8429 -4183   -3 -3 
Snake640   Snake132  23564 -19337   1 1 
Ladder641   Snake482  -19709 -18680   5 -5 
Ladder642   Snake497  21074 -24891   5 -1 
Ladder643   Snake341  -13608 5185   -4 -4 
Snake644   Ladder517  15168 -17152   4 4 
Ladder645   Snake216  6117 13260   1 -3 
Ladder646   Ladder507  11543 -16331   -4 -4 
Snake647   Ladder304  8584 25932   3 1 
Snake648   Ladder582  -17024 -14098   2 1 
Snake649   Snake54  -18139 24769   -3 3 
Ladder650   Ladder77  28902 -9753   -1 -4 
Ladder651   Snake327  -29946 45775   2 -2 
Ladder652   Snake602  6126 -10322   5 -1 
Ladder653   Ladder522  -11902 -31149   -1 -2 
Ladder654   Ladder79  12347 34103   -4 -4 
Ladder655   Snake51  32617 31203   5 -5 
Snake656   Ladder544  38691 -13526   -5 5 
Snake657   Ladder161  -8303 -22781   -2 1 
Snake658   Snake620  2541 -8909   -5 4 
Snake659   Ladder79  -16631 1419   2 3 
Ladder660   Ladder114  7962 -5889   0 -2 
Snake661   Snake214  -2572 2647   0 3 
Ladder662   Ladder407  -38412 7597   1 -2 
Snake663   Snake661  -22078 -12022   -2 3 
Ladder664   Snake196  -1254 19455   1 -1 
Ladder665   Ladder613  2604 8487   2 -3 
Ladder666   Ladder304  1203 27045   4 -4 
Snake667   Snake98  -21810 44492   -4 3 
Snake668   Ladder425  -2271 6614   3 3 
Snake669   Snake575  24999 -33298   5 3 
Snake670   Snake268  -24862 29484   5 2 
Snake671   Snake243  1804 17253   -2 3 
Ladder672   Ladder310  -6124 7575   3 -1 
Ladder673   Snake649  8711 -1492   -3 -3 
Ladder674   Ladder9  -33388 14099   5 -3 
Ladder675   Ladder549  15438 20564   -3 -1 
Ladder676   Ladder618  -19963 -36968   1 -3 
Ladder677   Ladder353  -24608 -17843   -5 -5 
Snake678   Snake255  8933 -43440   3 3 
Snake679   Snake25  -30864 19814   -3 5 
Snake680   Ladder31  -29160 11872   1 4 
Snake681   Snake569  6110 -37607   1 3 
Ladder682   Ladder664  -10006 3478   0 -4 
Ladder683   Ladder334  -23757 -33009   2 -4 
Snake684   Ladder622  -8184 21549   -3 5 
Ladder685   Snake88  -20196 19772   5 -5 
Snake686   Snake596  7938 17483   5 4 
Ladder687   Ladder567  -9592 -2325   -1 -4 
Snake688   Snake108  -10452 -10013   5 1 
Ladder689   Snake23  -7891 -7247   2 -4 
Ladder690   Ladder424  -12322 28139   5 -1 
Snake691   Ladder558  10725 6240   4 1 
Ladder692   Snake253  -41868 -10779   4 -5 
Ladder693   Snake300  -31904 15622   3 -2 
Snake694   Ladder338  -45403 -23544   1 1 
Ladder695   Ladder302  38591 8346   -5 -3 
Snake696   Ladder65  -2657 10555   2 4 
Ladder697   Ladder278  -5815 -26161   4 -2 
Ladder698   Ladder503  -23152 -15777   2 -4 
Ladder699   Snake566  -31064 -7341   -4 -4 
Ladder700   Snake519  11851 -21579   3 -3 
Ladder701   Ladder509  -1850 -22759   -4 -3 
Snake702   Snake605  19753 4568   -5 3 
Snake703   Ladder595  11277 -3985   -2 1 
Snake704   Ladder26  -10046 -7879   0 4 
Ladder705   Snake548  -18156 -9343   -1 -1 
Ladder706   Ladder560  20548 -5682   5 -1 
Snake707   Ladder428  -13866 16710   -4 3 
Snake708   Ladder595  12492 -20109   5 5 
Ladder709   Ladder391  6702 29576   0 -5 
Snake710   Ladder44  14976 6163   4 3 
Snake711   Ladder697  -12241 13444   -3 2 
Snake712   Snake171  -6961 9436   2 3 
Snake713   Ladder114  9214 -1355   1 3 
Snake714   Snake185  21111 2492   3 1 
Snake715   Ladder458  1171 2041   4 5 
Ladder716   Ladder478  -1417 31605   2 -5 
Ladder717   Ladder312  29308 10010   4 -4 
Snake718   Ladder545  12097 29793   0 2 
Snake719   Snake482  -23681 -25751   5 1 
Snake720   Ladder77  4922 20142   2 2 
Snake721   Ladder156  -1496 1640   -1 5 
Snake722   Ladder606  9761 -1690   -4 5 
Snake723   Snake638  -1625 3189   -4 4 
Snake724   Ladder643  -16467 201   -4 3 
Ladder725   Snake196  -31872 28629   4 -5 
Snake726   Ladder206  8991 -2467   5 1 
Ladder727   Ladder539  7181 -102   -4 -3 
Snake728   Ladder297  -3911 973   -1 1 
Snake729   Ladder415  -27530 -29244   2 2 
Snake730   Snake246  25667 17075   4 2 
Snake731   Ladder124  -26009 39890   -1 5 
Snake732   Ladder450  38332 -20835   -4 3 
Snake733   Snake0  21074 17313   -5 5 
Ladder734   Ladder126  -26251 -18853   -4 -5 
Ladder735   Snake610  -559 -4926   4 -1 
Ladder736   Snake95  16586 -19289   1 -4 
Ladder737   Snake102  -37684 -12332   3 -4 
Snake738   Ladder393  -29925 15003   -3 3 
Ladder739   Ladder516  -9604 1251   3 -3 
Ladder740   Snake106  -17249 24816   5 -5 
Snake741   Ladder581  -2396 -2429   3 1 
Ladder742   Ladder735  -4303 5869   5 -1 
Ladder743   Ladder21  -1594 -38897   5 -1 
Ladder744   Snake457  -28084 -31744   3 -5 
Ladder745   Ladder59  27325 -14583   3 -2 
Ladder746   Snake354  2485 -10448   -5 -3 
Ladder747   Snake103  36564 -9334   3 -3 
Ladder748   Snake636  -13535 29345   2 -4 
Snake749   Ladder489  -7156 -23916   0 5 
Snake750   Snake669  -5335 3253   -5 3 
Ladder751   Snake293  16171 6029   1 -1 
Ladder752   Snake475  -30857 -7414   -1 -3 
Ladder753   Snake18  2095 -14943   -1 -4 
Ladder754   Snake344  -4417 5723   -5 -1 
Ladder755   Ladder192  -19521 -12476   3 -1 
Snake756   Snake184  -30045 -26003   -4 1 
Ladder757   Ladder754  -13234 -45179   3 -5 
Snake758   Ladder552  -4017 -16336   4 2 
Ladder759   Ladder69  -14396 31680   -5 -5 
Snake760   Ladder278  -15455 19246   -3 2 
Snake761   Ladder699  15588 21261   -2 3 
Snake762   Ladder426  -29320 3533   -5 2 
Snake763   Snake661  1516 -20733   4 5 
Snake764   Ladder3  18853 -27526   1 4 
Snake765   Snake10  -29156 -17440   2 4 
Ladder766   Ladder288  -17806 -4746   -5 -3 
Ladder767   Ladder170  34165 -25841   4 -1 
Ladder768   Snake421  10754 10170   -3 -2 
Ladder769   Ladder257  -6915 -126   5 -3 
Ladder770   Ladder547  19062 1506   1 -4 
Ladder771   Ladder685  16621 -26898   -2 -4 
Ladder772   Ladder487  35833 -1600   -4 -2 
Ladder773   Ladder34  -45757 26699   -3 -5 
Snake774   Snake164  40783 -1443   5 4 
Snake775   Ladder62  24202 21980   -4 2 
Ladder776   Snake210  -29577 25058   -5 -5 
Snake777   Snake327  -718 35286   0 1 
Snake778   Ladder740  20815 -21645   -2 2 
Snake779   Ladder198  -18099 -10051   -2 1 
Ladder780   Ladder593  720 -15424   4 -3 
Snake781   Ladder377  -3890 14437   5 4 
Snake782   Ladder4  36310 -6859   -4 5 
Snake783   Snake591  47948 -28566   -1 5 
Snake784   Snake247  32178 -47737   -1 5 
Ladder785   Ladder123  22259 8083   -1 -4 
Ladder786   Ladder578  14521 -26555   -1 -3 
Ladder787   Snake749  -2477 7386   -4 -1 
Snake788   Snake253  -7793 -2805   0 4 
Ladder789   Ladder406  -4521 7634   5 -3 
Snake790   Ladder79  7871 -10930   1 2 
Ladder791   Snake718  -13354 8090   0 -4 
Snake792   Snake637  340 12851   -5 3 
Snake793   Snake601  35196 -9251   1 3 
Ladder794   Ladder110  7471 -16325   2 -5 
Ladder795   Ladder558  7262 -24331   -3 -4 
Snake796   Snake277  703 36570   0 1 
Snake797   Snake536  -15775 10639   4 2 
Ladder798   Snake421  -716 -28163   4 -2 
Snake799   Ladder604  28279 -10599   -4 2 
Ladder800   Ladder157  33675 7603   -3 -2 
Snake801   Snake691  -25223 -16586   0 5 
Snake802   Ladder245  -34606 35105   -3 2 
Snake803   Snake176  15221 26775   5 3 
Snake804   Ladder780  -34254 -11436   5 5 
Snake805   Snake98  -33065 42149   0 3 
Snake806   Ladder593  -21445 3780   4 5 
Ladder807   Snake100  -6830 -28096   -5 -2 
Snake808   Ladder256  -5519 -2824   2 4 
Snake809   Snake557  5301 -25009   2 2 
Snake810   Ladder209  -7219 -14256   0 2 
Snake811   Ladder303  -32930 -14632   -4 3 
Ladder812   Snake702  -22543 -24153   -4 -2 
Snake813   Snake702  -19579 22567   3 3 
Snake814   Snake360  -345 -24469   1 3 
Ladder815   Snake237  33187 12360   -5 -2 
Ladder816   Snake569  -37292 7844   2 -1 
Ladder817   Snake175  11288 20257   2 -1 
Snake818   Snake18  -11371 -22324   4 4 
Ladder819   Snake61  -18844 1166   1 -5 
Snake820   Ladder126  -10670 -21295   -4 4 
Ladder821   Ladder331  4062 16748   -4 -2 
Snake822   Ladder746  1035 -9884   -4 3 
Snake823   Snake758  -19225 15126   -2 1 
Ladder824   Snake225  -14744 -23389   4 -4 
Ladder825   Ladder82  -18955 19290   5 -3 
Ladder826   Snake246  -2088 21334   4 -1 
Snake827   Ladder611  -16154 -6122   3 3 
Ladder828   Snake405  -23815 -19819   0 -3 
Ladder829   Ladder30  -41784 -30065   2 -3 
Snake830   Ladder188  -8922 -19849   2 4 
Snake831   Ladder574  -6558 -4440   3 5 
Ladder832   Snake274  -23381 758   3 -4 
Ladder833   Snake325  -16540 -9258   3 -4 
Ladder834   Snake294  9584 -788   -1 -4 
Snake835   Ladder629  12076 8615   2 5 
Ladder836   Ladder551  -28587 21528   1 -4 
Ladder837   Snake765  10171 -7650   4 -5 
Ladder838   Ladder291  1645 -1329   4 -3 
Ladder839   Snake271  -17599 -12413   4 -3 
Snake840   Snake336  19477 -3411   -5 3 
Snake841   Ladder533  36140 -7388   0 1 
Snake842   Snake10  -986 -2787   2 4 
Ladder843   Ladder153  -10774 12444   -5 -3 
Snake844   Ladder227  -31778 -14427   2 3 
Ladder845   Snake637  -19905 28580   -4 -3 
Ladder846   Ladder17  37558 -19420   -1 -3 
Snake847   Snake569  6584 -4644   1 4 
Snake848   Snake565  25956 -33173   4 1 
Ladder849   Snake481  -9377 34618   -5 -2 
Ladder850   Snake623  -14250 -11462   -1 -3 
Snake851   Snake562  22995 4151   5 5 
Snake852   Ladder342  -9223 18641   -3 1 
Ladder853   Ladder470  -2172 -2266   2 -5 
Snake854   Snake510  -41153 -12804   5 4 
Ladder855   Snake140  11108 10042   -3 -4 
Snake856   Snake421  -3072 -25642   5 1 
Ladder857   Ladder419  7125 -14267   -1 -2 
Snake858   Ladder407  -33118 5937   4 5 
Ladder859   Ladder28  21572 -16252   1 -2 
Snake860   Snake277  -16814 3358   -4 5 
Ladder861   Snake835  4572 -41937   0 -1 
Ladder862   Snake94  12790 -4849   -4 -1 
Snake863   Ladder338  -20713 1274   2 3 
Snake864   Snake347  -39368 6641   3 2 
Ladder865   Snake782  -17198 37236   -3 -2 
Snake866   Snake274  -107 15366   1 5 
Snake867   Ladder857  -1355 -16100   0 4 
Snake868   Ladder448  37095 -25322   -2 1 
Snake869   Snake37  41297 -731   -5 2 
Ladder870   Ladder288  13184 -37754   -1 -5 
Ladder871   Snake806  -13617 -39406   -1 -2 
Snake872   Snake589  -23365 25300   -3 2 
Ladder873   Snake596  -6114 -7293   -3 -1 
Ladder874   Ladder114  -37058 -3409   -4 -5 
Ladder875   Ladder245  -12920 4337   -1 -3 
Snake876   Snake437  37082 -14124   -3 5 
Ladder877   Ladder675  3246 2191   -4 -3 
Snake878   Ladder673  121 -7974   3 2 
Snake879   Ladder284  -24491 -22106   3 3 
Ladder880   Snake313  -7780 -8394   -3 -1 
Ladder881   Snake143  5725 -10346   4 -2 
Snake882   Snake427  8975 47282   3 5 
Snake883   Ladder743  4561 17690   4 5 
Ladder884   Ladder389  -34297 21225   -3 -1 
Ladder885   Ladder629  26417 -23144   0 -3 
Snake886   Snake591  15270 3733   1 5 
Ladder887   Snake756  29036 21991   5 -2 
Ladder888   Ladder736  25673 18384   0 -2 
Snake889   Snake283  42093 20176   -4 3 
Snake890   Snake602  13801 -5505   -2 3 
Snake891   Snake526  19133 -43791   5 2 
Snake892   Ladder334  8350 -19761   4 1 
Ladder893   Snake472  6884 -20640   0 -3 
Ladder894   Ladder53  -23586 -14583   5 -2 
Snake895   Ladder331  3760 -2451   -4 4 
Snake896   Snake429  -1850 3162   -2 2 
Ladder897   Ladder198  -44801 -29859   -2 -5 
Ladder898   Ladder147  10946 -1801   5 -5 
Ladder899   Ladder477  -2813 -10659   1 -1 
Ladder900   Ladder689  29410 -5179   1 -4 
Snake901   Ladder361  13595 -34861   -1 4 
Snake902   Ladder768  -15476 -4648   0 3 
Snake903   Ladder705  -16311 3321   -1 1 
Ladder904   Ladder550  17881 24995   -4 -3 
Ladder905   Ladder267  -922 39504   0 -5 
Snake906   Ladder535  21919 -10078   -4 4 
Snake907   Snake519  18349 -1777   5 4 
Ladder908   Ladder687  -33113 45831   2 -4 
Ladder909   Ladder78  19697 -18518   -1 -2 
Snake910   Snake129  -22149 -46604   3 3 
Ladder911   Ladder786  -17007 5380   -3 -5 
Ladder912   Snake799  19543 3161   1 -4 
Ladder913   Snake121  -7299 -11382   4 -2 
Ladder914   Ladder55  -4114 -5469   -3 -4 
Ladder915   Snake457  -2522 1201   -5 -4 
Snake916   Ladder899  -8102 26416   1 1 
Snake917   Ladder545  6956 36769   -5 4 
Ladder918   Ladder153  23721 -17490   1 -2 
Ladder919   Ladder603  -26721 -33443   -1 -3 
Snake920   Ladder791  22833 -20536   -1 4 
Ladder921   Ladder753  -14571 20438   0 -1 
Snake922   Ladder570  37337 13094   4 2 
Ladder923   Ladder279  -1058 -1691   -3 -1 
Ladder924   Snake191  12147 -10322   5 -2 
Snake925   Snake575  -1170 -11376   5 3 
Snake926   Snake25  -26394 9575   2 4 
Ladder927   Snake411  11054 33692   -2 -3 
Snake928   Ladder759  -11074 -29738   4 3 
Ladder929   Snake409  -5853 -10501   -3 -3 
Snake930   Snake476  42786 5384   0 5 
Ladder931   Snake718  25048 5585   0 -3 
Ladder932   Snake823  38306 9619   -5 -4 
Snake933   Snake475  -25971 9   5 1 
Ladder934   Snake707  17553 -16023   -4 -3 
Ladder935   Snake514  -16355 10192   1 -1 
Ladder936   Ladder789  10068 10481   3 -1 
Ladder937   Ladder26  2539 -28723   -1 -3 
Ladder938   Snake920  12267 -13734   1 -2 
Snake939   Snake271  -32688 -39125   -3 5 
Ladder940   Snake778  -5610 12222   0 -5 
Ladder941   Snake864  23297 20814   5 -2 
Ladder942   Snake738  27028 -34311   -3 -2 
Ladder943   Snake294  16676 -24671   2 -5 
Snake944   Snake155  -215 1327   3 4 
Ladder945   Ladder612  -18012 -15898   -4 -4 
Ladder946   Snake663  -16783 12940   -2 -5 
Ladder947   Ladder742  28664 9780   -2 -3 
Ladder948   Snake48  6578 18230   0 -2 
Ladder949   Snake561  -13097 -34150   2 -4 
Ladder950   Snake325  -11885 12946   -4 -2 
Snake951   Ladder414  13978 6670   0 5 
Snake952   Snake152  -12235 9676   1 1 
Snake953   Ladder261  -24457 3939   5 4 
Ladder954   Snake281  -7098 14782   1 -4 
Snake955   Ladder913  10019 29329   4 2 
Snake956   Ladder424  31977 9487   5 1 
Ladder957   Snake658  -12330 4772   -1 -3 
Ladder958   Ladder682  3839 -8001   3 -1 
Snake959   Snake411  -8455 16554   4 4 
Ladder960   Snake939  3861 30950   -4 -1 
Ladder961   Snake197  20608 -6587   -5 -4 
Ladder962   Snake869  -41381 -7992   1 -1 
Snake963   Ladder28  15974 -22132   -3 3 
Snake964   Snake808  45192 12063   -1 5 
Ladder965   Ladder288  23025 -17317   -3 -3 
Snake966   Ladder430  25960 33071   0 1 
Snake967   Snake678  8803 4553   0 3 
Ladder968   Snake438  34483 24138   -2 -1 
Snake969   Snake555  -33095 -1185   1 2 
Ladder970   Ladder404  2507 9466   -5 -4 
Snake971   Snake502  -1094 -13663   -2 3 
Snake972   Snake818  -13872 31554   -3 4 
Snake973   Snake508  16652 12538   -4 2 
Ladder974   Ladder776  18184 -39881   5 -1 
Ladder975   Snake294  15368 3881   -5 -4 
Snake976   Ladder494  -31769 -6169   3 5 
Snake977   Ladder387  -32125 -26969   0 1 
Snake978   Snake792  -7364 -4128   -4 4 
Ladder979   Ladder499  11706 5266   -2 -1 
Ladder980   Snake514  4047 42531   -3 -2 
Snake981   Snake300  -13414 4662   -5 2 
Snake982   Ladder433  -6965 26612   -2 4 
Ladder983   Snake500  -5652 12726   -1 -4 
Snake984   Ladder521  -10438 4977   -1 3 
Snake985   Snake133  -555 5111   2 2 
Ladder986   Snake242  -5293 -3786   3 -3 
Ladder987   Ladder698  16418 31456   4 -4 
Snake988   Ladder558  -18367 -8679   0 1 
Ladder989   Snake661  -19362 -17877   2 -4 
Ladder990   Snake681  -15737 21841   -2 -3 
Ladder991   Ladder200  23403 1388   2 -5 
Snake992   Snake158  10967 -2942   -2 5 
Snake993   Snake587  -13482 2107   5 2 
Ladder994   Ladder748  -22232 -30262   0 -5 
Snake995   Snake858  30038 -21236   4 4 
Ladder996   Ladder516  8430 -15965   -1 -3 
Snake997   Snake518  8020 -26449   4 3 
Snake998   Snake510  -43566 10675   -3 1 
Ladder999   Ladder838  9788 -11808   -5 -3 
Ladder1000   Snake814  -39917 -8594   -2 -3 
Snake1001   Snake412  -31236 21494   0 2 
Ladder1002   Snake185  24867 6268   5 -1 
Snake1003   Snake347  -19079 11090   -2 2 
Snake1004   Snake488  10002 14988   3 2 
Snake1005   Ladder371  -8681 20844   4 2 
Snake1006   Ladder539  -14167 11262   2 5 
Ladder1007   Snake179  5004 -28861   5 -3 
Snake1008   Ladder304  -708 44281   4 3 
Snake1009   Snake590  7616 -9742   -4 1 
Ladder1010   Snake191  15609 21362   -3 -5 
Ladder1011   Snake474  -36794 -2902   0 -3 
Snake1012   Ladder319  -7731 -25733   -5 3 
Snake1013   Ladder769  20953 -11696   -4 5 
Ladder1014   Ladder865  -225 -3259   3 -4 
Snake1015   Snake615  -40704 11019   2 5 
Ladder1016   Snake840  -30686 8368   -1 -2 
Ladder1017   Snake321  -11761 4580   -3 -3 
Ladder1018   Ladder375  -29210 23452   -4 -3 
Ladder1019   Ladder639  -31081 10184   -4 -2 
Ladder1020   Snake501  -25035 -3971   4 -3 
Snake1021   Snake449  -6463 -13864   0 2 
Snake1022   Snake841  -9675 4795   5 4 
Ladder1023   Ladder307  -7921 21902   -3 -3 
Ladder1024   Snake184  -6568 -3624   4 -4 
Snake1025   Ladder186  19086 -47964   -5 4 
Snake1026   Snake250  18360 -38027   4 5 
Ladder1027   Snake981  14558 -11450   -2 -3 
Ladder1028   Snake412  -23587 -5219   4 -1 
Snake1029   Snake402  -10586 9227   2 3 
Snake1030   Ladder84  -2922 -15513   -4 2 
Snake1031   Ladder470  2055 -34382   0 2 
Ladder1032   Ladder604  9622 654   5 -2 
Snake1033   Ladder335  -26446 123   -1 2 
Snake1034   Snake45  22423 1968   3 3 
Ladder1035   Snake916  20471 10707   -3 -4 
Ladder1036   Snake220  -1633 10998   2 -4 
Ladder1037   Snake669  11651 -1843   -3 -4 
Ladder1038   Ladder1000  41927 27675   -3 -4 
Ladder1039   Snake543  36585 -7010   4 -4 
Ladder1040   Snake1001  13450 -30831   4 -3 
Snake1041   Ladder642  -8387 -8487   -4 5 
Ladder1042   Ladder343  18085 46410   -4 -4 
Snake1043   Snake1015  26951 -18850   1 2 
Ladder1044   Snake684  -1695 -890   -1 -3 
Ladder1045   Snake244  -41688 -3318   -4 -1 
Ladder1046   Snake181  13037 298   3 -4 
Snake1047   Snake176  1309 1884   4 5 
Ladder1048   Ladder899  2179 2359   1 -3 
Ladder1049   Ladder375  -39005 -18505   5 -4 
Snake1050   Snake624  -7697 -4506   -5 2 
Ladder1051   Snake733  20577 -4511   2 -2 
Snake1052   Snake799  14830 32910   -4 3 
Ladder1053   Ladder126  2916 -8658   2 -2 
Ladder1054   Ladder698  -22718 43620   3 -2 
Snake1055   Ladder593  -28253 -615   0 5 
Snake1056   Ladder990  -11912 23914   5 5 
Snake1057   Ladder1018  28886 -48281   -4 4 
Snake1058   Snake879  25402 -2224   -2 4 
Snake1059   Ladder709  33881 -5939   -5 5 
Ladder1060   Snake799  10965 31378   4 -2 
Ladder1061   Snake858  17227 -774   3 -4 
Snake1062   Ladder627  23029 -6022   -4 1 
Ladder1063   Ladder267  -1589 6854   5 -2 
Snake1064   Snake18  -31840 -7081   -1 4 
Ladder1065   Snake988  5781 -30529   1 -3 
Ladder1066   Ladder594  -13875 26579   5 -4 
Ladder1067   Ladder174  -33374 -15989   -2 -1 
Snake1068   Snake144  22618 -39779   1 2 
Snake1069   Snake610  -11676 -22443   -4 5 
Ladder1070   Ladder924  -26669 6434   -1 -5 
Ladder1071   Ladder78  8710 16193   -1 -3 
Snake1072   Ladder932  -3955 -8915   0 3 
Snake1073   Snake408  -2545 24259   5 4 
Ladder1074   Ladder553  35926 -16286   -4 -1 
Snake1075   Snake799  -21460 27873   4 1 
Snake1076   Snake649  5749 4024   -4 5 
Snake1077   Ladder833  -9140 9964   -3 1 
